id,time,vx,vy,vz,wx,wy,wz
2022-12-14-08-02-07,1671026538.7163987,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.733081,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.7496834,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.7663543,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.782987,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.799653,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.8163886,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.832995,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.8497212,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.8664064,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.8830435,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.8996933,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.9163244,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.9329884,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.9496539,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.966342,0.7533350586891174,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.982977,0.7533350586891174,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026538.9998815,0.7533350586891174,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.0163624,0.7533350586891174,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.0329905,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.049667,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.066346,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.0830448,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.0996912,0.7651462554931641,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.1172097,0.7828284502029419,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.1339953,0.7828284502029419,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.1497161,0.7828284502029419,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.1663754,0.7828284502029419,0.0,0.0,0.0,0.0,-0.33826106786727905
2022-12-14-08-02-07,1671026539.183005,0.7828284502029419,0.0,0.0,0.0,0.0,-0.29958125948905945
2022-12-14-08-02-07,1671026539.199659,0.7828284502029419,0.0,0.0,0.0,0.0,-0.23694239556789398
2022-12-14-08-02-07,1671026539.2163665,0.7828284502029419,0.0,0.0,0.0,0.0,-0.20011886954307556
2022-12-14-08-02-07,1671026539.2329822,0.7828284502029419,0.0,0.0,0.0,0.0,-0.049068983644247055
2022-12-14-08-02-07,1671026539.2496543,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.2663755,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.2830265,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.299668,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.3163178,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.3329723,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.3499348,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.3663247,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.3829882,0.7828284502029419,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.399693,0.7857294082641602,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.4163778,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.4330096,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.4497073,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.467221,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.483047,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.4996653,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.5163705,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.5330415,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.549756,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.5663593,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.5829709,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.5996487,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.6163282,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.6329803,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.6496704,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.6663227,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.6830986,0.803411602973938,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.7011786,0.8063817024230957,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.7163157,0.8063817024230957,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.732993,0.8063817024230957,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.7496696,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.7663586,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.783016,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.799672,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.8164604,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.8329866,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.849672,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.8673358,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.883019,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.8996792,0.8181928396224976,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.9163482,0.8181928396224976,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.9330187,0.8181928396224976,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.9496648,0.8181928396224976,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.966388,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.9830043,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026539.9996834,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.0163918,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.0330014,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.0496423,0.8299349546432495,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.066325,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.0829878,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.0996497,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1163337,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1329918,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1496675,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1663182,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1829758,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.1996531,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.2163656,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.232997,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.2496293,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.2663262,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.28301,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.2996476,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.316326,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.3329935,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.349655,0.8623983860015869,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.366365,0.8623983860015869,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.3829854,0.882981538772583,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.3996608,0.882981538772583,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.4163294,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.4329667,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.449672,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.4664013,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.4834769,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.4997747,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.5163283,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.5330427,0.9006637334823608,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.5497694,0.8947926759719849,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.5663474,0.8947926759719849,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.582982,0.8947926759719849,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.5997214,0.8947926759719849,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.6163468,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.6329978,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.649704,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.6664386,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.6830742,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.6997366,0.877110481262207,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.717158,0.8594282865524292,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.7331886,0.8387760519981384,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.7496784,0.8387760519981384,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.7663453,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.7829688,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.799652,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8165853,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8329895,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8496654,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8670888,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8832595,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.8997283,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.9164016,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.9335728,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.9500368,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.9663453,0.8210937976837158,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.9830089,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026540.999656,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.0163426,0.8240638971328735,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.0330012,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.0497503,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.0667722,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.0830264,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.099657,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.1163104,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.1330776,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.1497412,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.1663153,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.182972,0.8417460918426514,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.2001252,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.216385,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.23299,0.8447161316871643,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.2496457,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.2663922,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.283011,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.301216,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3163583,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3330345,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3497057,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3663313,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3830395,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.3997068,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.4163349,0.8329049944877625,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.4330022,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.4496381,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.4663103,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.483021,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.49972,0.8476171493530273,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026541.5163016,0.8476171493530273,0.0,0.0,0.0,0.0,0.003007185412570834
2022-12-14-08-02-07,1671026541.5330505,0.8476171493530273,0.0,0.0,0.0,0.0,0.003007185412570834
2022-12-14-08-02-07,1671026541.5496848,0.8476171493530273,0.0,0.0,0.0,0.0,0.003007185412570834
2022-12-14-08-02-07,1671026541.566335,0.8476171493530273,0.0,0.0,0.0,0.0,0.012202274985611439
2022-12-14-08-02-07,1671026541.5830126,0.8329049944877625,0.0,0.0,0.0,0.0,0.012202274985611439
2022-12-14-08-02-07,1671026541.5997126,0.8329049944877625,0.0,0.0,0.0,0.0,0.023253656923770905
2022-12-14-08-02-07,1671026541.616352,0.8329049944877625,0.0,0.0,0.0,0.0,0.023253656923770905
2022-12-14-08-02-07,1671026541.632993,0.8329049944877625,0.0,0.0,0.0,0.0,0.023253656923770905
2022-12-14-08-02-07,1671026541.6496885,0.8329049944877625,0.0,0.0,0.0,0.0,0.03616131469607353
2022-12-14-08-02-07,1671026541.6668305,0.8329049944877625,0.0,0.0,0.0,0.0,0.047212690114974976
2022-12-14-08-02-07,1671026541.6829963,0.8329049944877625,0.0,0.0,0.0,0.0,0.06007719039916992
2022-12-14-08-02-07,1671026541.6996903,0.8329049944877625,0.0,0.0,0.0,0.0,0.07298485189676285
2022-12-14-08-02-07,1671026541.7163773,0.8329049944877625,0.0,0.0,0.0,0.0,0.07298485189676285
2022-12-14-08-02-07,1671026541.7340446,0.8329049944877625,0.0,0.0,0.0,0.0,0.11166466772556305
2022-12-14-08-02-07,1671026541.7497535,0.8329049944877625,0.0,0.0,0.0,0.0,0.11352095752954483
2022-12-14-08-02-07,1671026541.7663355,0.8181928396224976,0.0,0.0,0.0,0.0,0.11352095752954483
2022-12-14-08-02-07,1671026541.782985,0.8181928396224976,0.0,0.0,0.0,0.0,0.11352095752954483
2022-12-14-08-02-07,1671026541.799673,0.8181928396224976,0.0,0.0,0.0,0.0,0.11352095752954483
2022-12-14-08-02-07,1671026541.8163285,0.8181928396224976,0.0,0.0,0.0,0.0,0.11352095752954483
2022-12-14-08-02-07,1671026541.832991,0.8181928396224976,0.0,0.0,0.0,0.0,0.12457233667373657
2022-12-14-08-02-07,1671026541.849668,0.8181928396224976,0.0,0.0,0.0,0.0,0.12457233667373657
2022-12-14-08-02-07,1671026541.8663976,0.8299349546432495,0.0,0.0,0.0,0.0,0.12457233667373657
2022-12-14-08-02-07,1671026541.883007,0.8299349546432495,0.0,0.0,0.0,0.0,0.12457233667373657
2022-12-14-08-02-07,1671026541.901249,0.8299349546432495,0.0,0.0,0.0,0.0,0.12638546526432037
2022-12-14-08-02-07,1671026541.9163811,0.8299349546432495,0.0,0.0,0.0,0.0,0.12638546526432037
2022-12-14-08-02-07,1671026541.9331815,0.8299349546432495,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026541.949665,0.8299349546432495,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026541.966366,0.8299349546432495,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026541.9829981,0.8299349546432495,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026541.9997108,0.8299349546432495,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.0164165,0.8152227997779846,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.0330036,0.8152227997779846,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.0497177,0.8152227997779846,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.0664406,0.8152227997779846,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.0830045,0.8152227997779846,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.099738,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.116306,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.1329932,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.1496842,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.1663892,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.1830063,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.1997395,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.2163358,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.232994,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.2496521,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.2663198,0.7975406050682068,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.283015,0.779858410358429,0.0,0.0,0.0,0.0,0.119046650826931
2022-12-14-08-02-07,1671026542.30118,0.779858410358429,0.0,0.0,0.0,0.0,0.12824173271656036
2022-12-14-08-02-07,1671026542.317192,0.779858410358429,0.0,0.0,0.0,0.0,0.13743683695793152
2022-12-14-08-02-07,1671026542.3329878,0.779858410358429,0.0,0.0,0.0,0.0,0.13743683695793152
2022-12-14-08-02-07,1671026542.349657,0.779858410358429,0.0,0.0,0.0,0.0,0.18716803193092346
2022-12-14-08-02-07,1671026542.3663232,0.779858410358429,0.0,0.0,0.0,0.0,0.1982194036245346
2022-12-14-08-02-07,1671026542.3830037,0.779858410358429,0.0,0.0,0.0,0.0,0.21112708747386932
2022-12-14-08-02-07,1671026542.3998215,0.779858410358429,0.0,0.0,0.0,0.0,0.26271453499794006
2022-12-14-08-02-07,1671026542.4163635,0.779858410358429,0.0,0.0,0.0,0.0,0.26452767848968506
2022-12-14-08-02-07,1671026542.4329963,0.779858410358429,0.0,0.0,0.0,0.0,0.2755790650844574
2022-12-14-08-02-07,1671026542.4496415,0.779858410358429,0.0,0.0,0.0,0.0,0.28663042187690735
2022-12-14-08-02-07,1671026542.4663632,0.7916695475578308,0.0,0.0,0.0,0.0,0.32531026005744934
2022-12-14-08-02-07,1671026542.4830115,0.7916695475578308,0.0,0.0,0.0,0.0,0.38794904947280884
2022-12-14-08-02-07,1671026542.4997075,0.7916695475578308,0.0,0.0,0.0,0.0,0.40085676312446594
2022-12-14-08-02-07,1671026542.5171719,0.7916695475578308,0.0,0.0,0.0,0.0,0.4119081497192383
2022-12-14-08-02-07,1671026542.5331788,0.7916695475578308,0.0,0.0,0.0,0.0,0.42477262020111084
2022-12-14-08-02-07,1671026542.5496607,0.7916695475578308,0.0,0.0,0.0,0.0,0.43768030405044556
2022-12-14-08-02-07,1671026542.5663326,0.7916695475578308,0.0,0.0,0.0,0.0,0.4505879580974579
2022-12-14-08-02-07,1671026542.5829923,0.8063817024230957,0.0,0.0,0.0,0.0,0.46345245838165283
2022-12-14-08-02-07,1671026542.5996778,0.8063817024230957,0.0,0.0,0.0,0.0,0.46345245838165283
2022-12-14-08-02-07,1671026542.6163511,0.8063817024230957,0.0,0.0,0.0,0.0,0.4745038151741028
2022-12-14-08-02-07,1671026542.6330051,0.8063817024230957,0.0,0.0,0.0,0.0,0.4874114990234375
2022-12-14-08-02-07,1671026542.6496513,0.8063817024230957,0.0,0.0,0.0,0.0,0.4874114990234375
2022-12-14-08-02-07,1671026542.6663098,0.8063817024230957,0.0,0.0,0.0,0.0,0.5260912775993347
2022-12-14-08-02-07,1671026542.6829817,0.8063817024230957,0.0,0.0,0.0,0.0,0.5279476046562195
2022-12-14-08-02-07,1671026542.699654,0.8093517422676086,0.0,0.0,0.0,0.0,0.5647711157798767
2022-12-14-08-02-07,1671026542.7163043,0.8093517422676086,0.0,0.0,0.0,0.0,0.5758224725723267
2022-12-14-08-02-07,1671026542.733065,0.8093517422676086,0.0,0.0,0.0,0.0,0.5887302160263062
2022-12-14-08-02-07,1671026542.7496526,0.8093517422676086,0.0,0.0,0.0,0.0,0.6015946269035339
2022-12-14-08-02-07,1671026542.7663379,0.8093517422676086,0.0,0.0,0.0,0.0,0.6145023107528687
2022-12-14-08-02-07,1671026542.7829988,0.8093517422676086,0.0,0.0,0.0,0.0,0.6145023107528687
2022-12-14-08-02-07,1671026542.7996607,0.8093517422676086,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8163373,0.8093517422676086,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8329837,0.8093517422676086,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8497272,0.8093517422676086,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8663864,0.8093517422676086,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8830478,0.7945705056190491,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.8996837,0.7945705056190491,0.0,0.0,0.0,0.0,0.6255536675453186
2022-12-14-08-02-07,1671026542.9171937,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026542.9329994,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026542.949746,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026542.9663346,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026542.9829774,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026542.999669,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026543.016344,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026543.0329742,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026543.0496445,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026543.0663283,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
2022-12-14-08-02-07,1671026543.0829902,0.7945705056190491,0.0,0.0,0.0,0.0,0.6218843460083008
