id,time,vx,vy,vz,wx,wy,wz
2022-12-14-08-02-07,1671026528.449666,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.4662945,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.4830527,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.499673,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5163407,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5330014,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5496573,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5663226,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5829859,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.5996444,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6163323,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6329916,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6496596,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6669688,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6829906,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.6996725,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.716313,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.7329786,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.750159,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.7663288,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.7829878,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.7997072,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8163276,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8329952,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8496594,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8663094,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8830302,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.8996665,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.9163077,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.93296,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.9496603,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.966318,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.9829786,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026528.9996388,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.0163121,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.0330045,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.0496364,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.0663116,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.083024,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.0996559,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1163075,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1329703,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1496787,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1663308,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1830041,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.1996944,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.2163448,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.2330348,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.249693,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.266342,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.2830124,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.2996855,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.3163812,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.3329935,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.349651,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.3663106,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.3829656,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.3996632,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.416305,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.432993,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.449648,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.4663017,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.482984,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.4996474,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.5163295,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.5329754,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.5496402,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.5663333,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.5829935,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.599646,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.6163416,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.6329947,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.649659,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.6663122,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.6830318,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.699686,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.7163868,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14-08-02-07,1671026529.733035,0.0,0.0,0.0,0.0,0.0,0.0
